_c0;mdate;key;author;author1;title;journal;volume;month;year;__len;cdrom;ee;author2;author3;author4;author5;author6;pages;url;publtype;number;author7;author8;author9;cite;ee1;booktitle;reviewid;rating;crossref,,,
284;2014-11-24;journals/crossroads/LisonM14;Pierre Lison;Raveesh Meena;Spoken dialogue systems: the new frontier in human-computer interaction.;ACM Crossroads;21;;2014;200619;;http://doi.acm.org/10.1145/2659891;;;;;;46-51;db/journals/crossroads/crossroads21.html#LisonM14;;1;;;;;;;;;,,,
285;2010-05-18;journals/crossroads/Bergmair08;Richard Bergmair;;Ethical lessons learned from computer science.;ACM Crossroads;14;;2008;200619;;http://doi.acm.org/10.1145/1375972.1375977;;;;;;17-21;db/journals/crossroads/crossroads14.html#Bergmair08;;4;;;;;;;;;,,,
286;2014-01-24;journals/crossroads/MilosevicMJ13;Mladen Milosevic;Aleksandar Milenkovic;mHealth @ UAH: computing infrastructure for mobile health and wellness monitoring.;ACM Crossroads;20;;2013;200619;;http://doi.acm.org/10.1145/2539269;Emil Jovanov;;;;;43-49;db/journals/crossroads/crossroads20.html#MilosevicMJ13;;2;;;;;;;;;,,,
287;2012-09-24;journals/crossroads/Kuusisto12a;Finn Kuusisto;;Automated DNA sequencers.;ACM Crossroads;19;;2012;200619;;http://doi.acm.org/10.1145/2331042.2331064;;;;;;71;db/journals/crossroads/crossroads19.html#Kuusisto12a;;1;;;;;;;;;,,,
288;2012-09-24;journals/crossroads/Langford12;John Langford;;Parallel machine learning on big data.;ACM Crossroads;19;;2012;200619;;http://doi.acm.org/10.1145/2331042.2331060;;;;;;60-62;db/journals/crossroads/crossroads19.html#Langford12;;1;;;;;;;;;,,,
289;2010-05-18;journals/crossroads/Patterson07;Kate Patterson;;Storage capacity comparison of neural network models for memory recall.;ACM Crossroads;14;;2007;200619;;http://doi.acm.org/10.1145/1349332.1349340;;;;;;;db/journals/crossroads/crossroads14.html#Patterson07;;1;;;;;;;;;,,,
290;2011-06-20;journals/crossroads/X11a;;;Inbox.;ACM Crossroads;17;;2011;200619;;http://doi.acm.org/10.1145/1961678.1961694;;;;;;4;db/journals/crossroads/crossroads17.html#X11a;;4;;;;;;;;;,,,
291;2010-05-18;journals/crossroads/Lewis06;Daniel Lewis;;What is web 2.0?;ACM Crossroads;13;;2006;200619;;http://doi.acm.org/10.1145/1217666.1217669;;;;;;3;db/journals/crossroads/crossroads13.html#Lewis06;;1;;;;;;;;;,,,
292;2011-06-20;journals/crossroads/RodgersBW11;Johnny Rodgers;Lyn Bartram;Challenges in sustainable human-home interaction.;ACM Crossroads;17;;2011;200619;;http://doi.acm.org/10.1145/1961678.1961686;Rob Woodbury;;;;;42-46;db/journals/crossroads/crossroads17.html#RodgersBW11;;4;;;;;;;;;,,,
293;2010-05-18;journals/crossroads/Thomas08;Craig Thomas;;Towards a user-friendly semantic formalism for natural language generation.;ACM Crossroads;15;;2008;200619;;http://doi.acm.org/10.1145/1519390.1519395;;;;;;17-24;db/journals/crossroads/crossroads15.html#Thomas08;;2;;;;;;;;;,,,
294;2011-12-01;journals/crossroads/Stanier11d;James Stanier;;Voting machines.;ACM Crossroads;18;;2011;200619;;http://doi.acm.org/10.1145/2043236.2043255;;;;;;47;db/journals/crossroads/crossroads18.html#Stanier11d;;2;;;;;;;;;,,,
295;2010-05-18;journals/crossroads/Liechtenstein06;Frank Liechtenstein;;The critical voice.;ACM Crossroads;13;;2006;200619;;http://doi.acm.org/10.1145/1217666.1217670;;;;;;4;db/journals/crossroads/crossroads13.html#Liechtenstein06;;1;;;;;;;;;,,,
296;2011-06-20;journals/crossroads/Bonanni11;Leo Bonanni;;Sourcemap: eco-design, sustainable supply chains, and radical transparency.;ACM Crossroads;17;;2011;200619;;http://doi.acm.org/10.1145/1961678.1961681;;;;;;22-26;db/journals/crossroads/crossroads17.html#Bonanni11;;4;;;;;;;;;,
297;2014-05-06;journals/crossroads/JunS14;Bong-Huan Jun;Hyungwon Shim;A dexterous crabster robot explores the seafloor.;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2590691;;;;;;38-45;db/journals/crossroads/crossroads20.html#JunS14;;3;;;;;;;;;,,,
298;2014-07-06;journals/crossroads/Beach14;Jesse Beach;;Open source, open heart.;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2604992;;;;;;24-27;db/journals/crossroads/crossroads20.html#Beach14;;4;;;;;;;;;,,
299;2011-01-05;journals/crossroads/Kurtenbach10;Gordon Kurtenbach;;Pen-based computing.;ACM Crossroads;16;;2010;200619;;http://doi.acm.org/10.1145/1764848.1764854;;;;;;14-20;db/journals/crossroads/crossroads16.html#Kurtenbach10;;4;;;;;;;;;,,,
300;2014-11-24;journals/crossroads/Patel14b;Jay Patel;;Technology for talking.;ACM Crossroads;21;;2014;200619;;http://doi.acm.org/10.1145/2667631;;;;;;9;db/journals/crossroads/crossroads21.html#Patel14b;;1;;;;;;;;;,,,
301;2014-05-06;journals/crossroads/Giannikas14;Vaggelis Giannikas;;Team players: How to be a good one.;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2591609;;;;;;10;db/journals/crossroads/crossroads20.html#Giannikas14;;3;;;;;;;;;,,,
302;2014-07-06;journals/crossroads/X14a;;;Adbarrassment.;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2632261;;;;;;8;db/journals/crossroads/crossroads20.html#X14a;;4;;;;;;;;;,,,
303;2010-05-18;journals/crossroads/Stevenson05;William Stevenson;;Introduction.;ACM Crossroads;11;;2005;200619;;http://doi.acm.org/10.1145/1144396.1144397;;;;;;1;db/journals/crossroads/crossroads11.html#Stevenson05;;3;;;;;;;;;,,,
304;2006-02-09;journals/crossroads/Norman02;Donald A. Norman;;A day in the life of ... Donald Norman.;ACM Crossroads;9;;2002;200619;;http://doi.acm.org/10.1145/571758.571761;;;;;;4-5;db/journals/crossroads/crossroads9.html#Norman02;;1;;;;;;;;;,,,
305;2011-06-20;journals/crossroads/WeihlTCMKR11;Bill Weihl;Erik Teetzel;Sustainable data centers.;ACM Crossroads;17;;2011;200619;;http://doi.acm.org/10.1145/1961678.1961679;Jimmy Clidaras;Chris Malone;Joe Kava;Michael Ryan;;8-12;db/journals/crossroads/crossroads17.html#WeihlTCMKR11;;4;;;;;;;;;,,,
306;2010-05-18;journals/crossroads/Scaffidi06;Christopher Scaffidi;;Why are APIs difficult to learn and use?;ACM Crossroads;12;;2006;200619;;http://doi.acm.org/10.1145/1144359.1144363;;;;;;4;db/journals/crossroads/crossroads12.html#Scaffidi06;;4;;;;;;;;;,,,
307;2012-04-23;journals/crossroads/Simmons12;Robert J. Simmons;;Dickie George: looking back on 40 years at the NSA.;ACM Crossroads;18;;2012;200619;;http://doi.acm.org/10.1145/2090276.2090291;;;;;;40-41;db/journals/crossroads/crossroads18.html#Simmons12;;3;;;;;;;;;,,,
308;2010-05-18;journals/crossroads/Rouchka06;Eric C. Rouchka;;Aligning DNA sequences using dynamic programming.;ACM Crossroads;13;;2006;200619;;http://doi.acm.org/10.1145/1217666.1217675;;;;;;9;db/journals/crossroads/crossroads13.html#Rouchka06;;1;;;;;;;;;,,,
309;2010-05-18;journals/crossroads/Chiu08;David Chiu;;On teaching computer science: thoughts and advice for TAs.;ACM Crossroads;15;;2008;200619;;http://doi.acm.org/10.1145/1519390.1519396;;;;;;25-26;db/journals/crossroads/crossroads15.html#Chiu08;;2;;;;;;;;;,,,
310;2011-01-05;journals/crossroads/Chiu10a;David Chiu;;Profile Hiroshi Ishii: tangible bits.;ACM Crossroads;16;;2010;200619;;http://doi.acm.org/10.1145/1764848.1764859;;;;;;49;db/journals/crossroads/crossroads16.html#Chiu10a;;4;;;;;;;;;,,,
311;2010-05-18;journals/crossroads/Angulo06a;David Sigfredo Angulo;;Challenges in systems biology: an interview with Dr. Lee Hood, inventor of the DNA sequencer.;ACM Crossroads;13;;2006;200619;;http://doi.acm.org/10.1145/1217666.1217674;;;;;;8;db/journals/crossroads/crossroads13.html#Angulo06a;;1;;;;;;;;;,,
312;2011-01-05;journals/crossroads/Mitzenmacher10;Michael Mitzenmacher;;An introduction to human-guided search.;ACM Crossroads;17;;2010;200619;;http://doi.acm.org/10.1145/1869086.1869098;;;;;;34-35;db/journals/crossroads/crossroads17.html#Mitzenmacher10;;2;;;;;;;;;,,,
313;2014-05-06;journals/crossroads/Patel14;Jay Patel;;Seismic activity.;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2591608;;;;;;13;db/journals/crossroads/crossroads20.html#Patel14;;3;;;;;;;;;,,,
314;2011-12-01;journals/crossroads/Kinnaird11a;Peter Kinnaird;;An interview with Dr. Beth Simone Noveck.;ACM Crossroads;18;;2011;200619;;http://doi.acm.org/10.1145/2043236.2043245;;;;;;16-17;db/journals/crossroads/crossroads18.html#Kinnaird11a;;2;;;;;;;;;,,,
315;2012-04-23;journals/crossroads/Horswill12;Ian Horswill;;What is computation?;ACM Crossroads;18;;2012;200619;;http://doi.acm.org/10.1145/2090276.2090283;;;;;;8-14;db/journals/crossroads/crossroads18.html#Horswill12;;3;;;;;;;;;,,,
316;2013-11-08;journals/crossroads/Zuba13;Michael Zuba;;Revitalizing ACM Student Chapters: A look at how to refresh student initiatives.;ACM Crossroads;20;;2013;200619;;http://doi.acm.org/10.1145/2517255;;;;;;11;db/journals/crossroads/crossroads20.html#Zuba13;;1;;;;;;;;;,,,
317;2010-05-18;journals/crossroads/Stewart07a;James Stewart;;The student's guide to GDC.;ACM Crossroads;14;;2007;200619;;http://doi.acm.org/10.1145/1349332.1349338;;;;;;;db/journals/crossroads/crossroads14.html#Stewart07a;;1;;;;;;;;;,,,
"318;2006-03-06;journals/crossroads/Reddy04;Saveen Reddy;;""Should computer scientists worry about ethics? Don Gotterbarn says","""yes1!""."";ACM Crossroads;10;;2004;200619;;http://doi.acm.org/10.1145/1027321.1027326;;;;;;5;db/journals/crossroads/crossroads10.html#Reddy04;;3;;;;;;;;;
319;2010-05-18;journals/crossroads/Sandoval08;Leslie Sandoval;;Technical writing 101: a crash course.;ACM Crossroads;14;;2008;200619;;http://doi.acm.org/10.1145/1373576.1373582;;;;;;26-27;db/journals/crossroads/crossroads14.html#Sandoval08;;3;;;;;;;;;
320;2014-11-24;journals/crossroads/Simpson14;Olivia Simpson;;The geometric origins of spectral graph theory.;ACM Crossroads;21;;2014;200619;;http://doi.acm.org/10.1145/2667615;;;;;;15-17;db/journals/crossroads/crossroads21.html#Simpson14;;1;;;;;;;;;
321;2011-01-05;journals/crossroads/Juve10;Gideon Juve;;Information Sciences Institute: Marina del Rey, California.;ACM Crossroads;17;;2010;200619;;http://doi.acm.org/10.1145/1836543.1836559;;;;;;48-50;db/journals/crossroads/crossroads17.html#Juve10;;1;;;;;;;;;
322;2006-03-06;journals/crossroads/GleniP04;Sofia Gleni;Panagiotis Petratos;DNA smart card for financial transactions.;ACM Crossroads;11;;2004;200619;;http://doi.acm.org/10.1145/1031859.1031863;;;;;;4;db/journals/crossroads/crossroads11.html#GleniP04;;1;;;;;;;;;
323;2013-04-20;journals/crossroads/Gleich13;David Gleich;;Expanders, tropical semi-rings, and nuclear norms: oh my!;ACM Crossroads;19;;2013;200619;;http://doi.acm.org/10.1145/2425676.2425688;;;;;;32-36;db/journals/crossroads/crossroads19.html#Gleich13;;3;;;;;;;;;
324;2012-04-23;journals/crossroads/Harrison12;Chris Harrison;;Thank you!;ACM Crossroads;18;;2012;200619;;http://doi.acm.org/10.1145/2090276.2090277;;;;;;3;db/journals/crossroads/crossroads18.html#Harrison12;;3;;;;;;;;;
325;2010-05-18;journals/crossroads/Camargo06a;Caio Camargo;;Modding: changing the game, changing the industry.;ACM Crossroads;13;;2006;200619;;http://doi.acm.org/10.1145/1217728.1217737;;;;;;9;db/journals/crossroads/crossroads13.html#Camargo06a;;2;;;;;;;;;
326;2006-03-14;journals/crossroads/Canos00;José Hilario Canós Cerdá;;A Bibliography Manager for Microsoft Word.;ACM Crossroads;6;;2000;200619;;http://doi.acm.org/10.1145/333424.333437;;;;;;;db/journals/crossroads/crossroads6.html#Canos00;;4;;;;;;;;;
327;2011-06-20;journals/crossroads/Holmes11;Tiffany Holmes;;Dialogical encounters: art and energy awareness via eco-visualization.;ACM Crossroads;17;;2011;200619;;http://doi.acm.org/10.1145/1961678.1961688;;;;;;52-55;db/journals/crossroads/crossroads17.html#Holmes11;;4;;;;;;;;;
328;2010-05-18;journals/crossroads/Liechtenstein07;Frank Liechtenstein;;The critical voice.;ACM Crossroads;13;;2007;200619;;http://doi.acm.org/10.1145/1247238.1247240;;;;;;2;db/journals/crossroads/crossroads13.html#Liechtenstein07;;3;;;;;;;;;
329;2012-04-23;journals/crossroads/X12;;;Inbox.;ACM Crossroads;18;;2012;200619;;http://doi.acm.org/10.1145/2090276.2090278;;;;;;4;db/journals/crossroads/crossroads18.html#X12;;3;;;;;;;;;
330;2010-05-18;journals/crossroads/FeizyWC09;Roya Feizy;Ian Wakeman;Are your friends who they say they are?: data mining online identities.;ACM Crossroads;16;;2009;200619;;http://doi.acm.org/10.1145/1665997.1666003;Dan Chalmers;;;;;19-23;db/journals/crossroads/crossroads16.html#FeizyWC09;;2;;;;;;;;;
331;2006-03-06;journals/crossroads/Bergmair04;Richard Bergmair;;Ethical lessons learned from computer science.;ACM Crossroads;10;;2004;200619;;http://doi.acm.org/10.1145/1027321.1027327;;;;;;6;db/journals/crossroads/crossroads10.html#Bergmair04;;3;;;;;;;;;
332;2006-03-06;journals/crossroads/Stevenson04;William Stevenson;;Introduction.;ACM Crossroads;10;;2004;200619;;http://doi.acm.org/10.1145/1027313.1027314;;;;;;1;db/journals/crossroads/crossroads10.html#Stevenson04;;4;;;;;;;;;
333;2006-02-09;journals/crossroads/McCoyDW03;Aaron McCoy;Declan Delaney;Game-state fidelity across distributed interactive games.;ACM Crossroads;9;;2003;200619;;http://doi.acm.org/10.1145/904080.904082;Tomás Ward;;;;;4-9;db/journals/crossroads/crossroads9.html#McCoyDW03;;4;;;;;;;;;
334;2012-06-04;journals/crossroads/Pop12;Christina Pop;;On education in entrepreneurship: an interview with Jessica Mah.;ACM Crossroads;18;;2012;200619;;http://doi.acm.org/10.1145/2173637.2173649;;;;;;27-29;db/journals/crossroads/crossroads18.html#Pop12;;4;;;;;;;;;
335;2011-12-01;journals/crossroads/Ferdowsi11;Zahra Ferdowsi;;Accenture Technology Labs: Chicago, Illinois.;ACM Crossroads;18;;2011;200619;;http://doi.acm.org/10.1145/2043236.2043254;;;;;;46-47;db/journals/crossroads/crossroads18.html#Ferdowsi11;;2;;;;;;;;;
336;2014-07-06;journals/crossroads/FineWC14;Eve Fine;Amy Wendt;Gendered expectations: are we unintentionally undermining our efforts to diversify STEM fields?;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2605000;Molly Carnes;;;;;46-51;db/journals/crossroads/crossroads20.html#FineWC14;;4;;;;;;;;;
337;2012-09-24;journals/crossroads/MurthyG12;Raghotham Murthy;Rajat Goel;Peregrine: low-latency queries on Hive warehouse data.;ACM Crossroads;19;;2012;200619;;http://doi.acm.org/10.1145/2331042.2331056;;;;;;40-43;db/journals/crossroads/crossroads19.html#MurthyG12;;1;;;;;;;;;
338;2012-04-23;journals/crossroads/Shasha12;Dennis Shasha;;Future of computing: inspiration from nature.;ACM Crossroads;18;;2012;200619;;http://doi.acm.org/10.1145/2090276.2090289;;;;;;38-39;db/journals/crossroads/crossroads18.html#Shasha12;;3;;;;;;;;;
339;2010-05-18;journals/crossroads/DewarA09;Robert Dewar;Owen L. Astrachan;CS education in the U.S.: heading in the wrong direction.;ACM Crossroads;16;;2009;200619;;http://doi.acm.org/10.1145/1618588.1618594;;;;;;17-20;db/journals/crossroads/crossroads16.html#DewarA09;;1;;;;;;;;;
340;2011-01-05;journals/crossroads/X10;;;Inbox.;ACM Crossroads;16;;2010;200619;;http://doi.acm.org/10.1145/1764848.1764850;;;;;;5;db/journals/crossroads/crossroads16.html#X10;;4;;;;;;;;;
341;2014-07-06;journals/crossroads/Dey14;Somdip Dey;;A beginner's guide to computer science research.;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2627954;;;;;;14;db/journals/crossroads/crossroads20.html#Dey14;;4;;;;;;;;;
342;2014-11-24;journals/crossroads/Nurmikko-Fuller14;Terhi Nurmikko-Fuller;;Ancient Sumerian online: challenges and opportunities.;ACM Crossroads;21;;2014;200619;;http://doi.acm.org/10.1145/2659837;;;;;;34-39;db/journals/crossroads/crossroads21.html#Nurmikko-Fuller14;;1;;;;;;;;;
343;2011-09-27;journals/crossroads/Giannikas11c;Vaggelis Giannikas;;What a wonderful world (II): ACM student chapters around the globe.;ACM Crossroads;18;;2011;200619;;http://doi.acm.org/10.1145/2000775.2000781;;;;;;7;db/journals/crossroads/crossroads18.html#Giannikas11c;;1;;;;;;;;;
344;2010-05-18;journals/crossroads/Liechtenstein07a;Frank Liechtenstein;;The critical voice.;ACM Crossroads;13;;2007;200619;;http://doi.acm.org/10.1145/1315325.1315328;;;;;;3;db/journals/crossroads/crossroads13.html#Liechtenstein07a;;4;;;;;;;;;
345;2010-05-18;journals/crossroads/Wright04;Thomas Wright;;Security, privacy, and anonymity.;ACM Crossroads;11;;2004;200619;;http://doi.acm.org/10.1145/1144403.1144408;;;;;;5;db/journals/crossroads/crossroads11.html#Wright04;;2;;;;;;;;;
346;2011-09-27;journals/crossroads/Kelly11;Ryan Kelly;;Subliminal computing: the support you don't see.;ACM Crossroads;18;;2011;200619;;http://doi.acm.org/10.1145/2000775.2000786;;;;;;25-28;db/journals/crossroads/crossroads18.html#Kelly11;;1;;;;;;;;;
347;2010-05-18;journals/crossroads/Solomon07;Justin Solomon;;Introduction.;ACM Crossroads;14;;2007;200619;;http://doi.acm.org/10.1145/1373596.1373597;;;;;;;db/journals/crossroads/crossroads14.html#Solomon07;;2;;;;;;;;;
348;2010-05-18;journals/crossroads/Chourasia07;Amit Chourasia;;Digital re-creation of a seven-story building shake during an earthquake.;ACM Crossroads;13;;2007;200619;;http://doi.acm.org/10.1145/1247238.1247243;;;;;;5;db/journals/crossroads/crossroads13.html#Chourasia07;;3;;;;;;;;;
349;2012-04-23;journals/crossroads/Giannikas12;Vaggelis Giannikas;;Public relations for computer science students.;ACM Crossroads;18;;2012;200619;;http://doi.acm.org/10.1145/2090276.2090281;;;;;;6;db/journals/crossroads/crossroads18.html#Giannikas12;;3;;;;;;;;;
350;2011-04-18;journals/crossroads/BhattacharyyaG11;Malay Bhattacharyya;Vaggelis Giannikas;Behold a pail of milk: the future of banking, currency, and e-commerce.;ACM Crossroads;17;;2011;200619;;http://doi.acm.org/10.1145/1925041.1925050;;;;;;5;db/journals/crossroads/crossroads17.html#BhattacharyyaG11;;3;;;;;;;;;
351;2010-05-18;journals/crossroads/JuveD10;Gideon Juve;Ewa Deelman;Scientific workflows and clouds.;ACM Crossroads;16;;2010;200619;;http://doi.acm.org/10.1145/1734160.1734166;;;;;;14-18;db/journals/crossroads/crossroads16.html#JuveD10;;3;;;;;;;;;
352;2010-05-18;journals/crossroads/Manzoor08;Shahriar Manzoor;;Common mistakes in online and real-time contests.;ACM Crossroads;14;;2008;200619;;http://doi.acm.org/10.1145/1375972.1375976;;;;;;10-16;db/journals/crossroads/crossroads14.html#Manzoor08;;4;;;;;;;;;
353;2006-02-09;journals/crossroads/Perron02;Marc Perron;;Coaching a society of robots in accomplishing joint tasks.;ACM Crossroads;9;;2002;200619;;http://doi.acm.org/10.1145/571758.571766;;;;;;19-27;db/journals/crossroads/crossroads9.html#Perron02;;1;;;;;;;;;
354;2010-05-18;journals/crossroads/Harrison09;Chris Harrison;;Introduction: metamorphosis.;ACM Crossroads;16;;2009;200619;;http://doi.acm.org/10.1145/1665997.1665998;;;;;;2;db/journals/crossroads/crossroads16.html#Harrison09;;2;;;;;;;;;
355;2010-05-18;journals/crossroads/Yardi09;Sarita Yardi;;Social learning and technical capital on the social web.;ACM Crossroads;16;;2009;200619;;http://doi.acm.org/10.1145/1665997.1666000;;;;;;9-11;db/journals/crossroads/crossroads16.html#Yardi09;;2;;;;;;;;;
356;2011-09-27;journals/crossroads/Simmons11a;Robert J. Simmons;;Ed Boyden: the synthetic neurobiologist.;ACM Crossroads;18;;2011;200619;;http://doi.acm.org/10.1145/2000775.2000785;;;;;;23;db/journals/crossroads/crossroads18.html#Simmons11a;;1;;;;;;;;;
357;2014-07-06;journals/crossroads/Lopes14;Pedro Lopes;;;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2627810;;;;;;13;db/journals/crossroads/crossroads20.html#Lopes14;;4;;;;;;;;;
358;2006-02-09;journals/crossroads/ZhangW03;Yanru Zhang;Michael Weiss;Virtual communities and team formation.;ACM Crossroads;10;;2003;200619;;http://doi.acm.org/10.1145/973381.973386;;;;;;5;db/journals/crossroads/crossroads10.html#ZhangW03;;1;;;;;;;;;
359;2011-12-01;journals/crossroads/Simmons11b;Robert J. Simmons;;Cameron Wilson: ACM's man in Washington.;ACM Crossroads;18;;2011;200619;;http://doi.acm.org/10.1145/2043236.2043252;;;;;;42;db/journals/crossroads/crossroads18.html#Simmons11b;;2;;;;;;;;;
360;2010-05-18;journals/crossroads/Solomon07a;Justin Solomon;;SIGGRAPH 2006: exploring the art and science of computer graphics.;ACM Crossroads;13;;2007;200619;;http://doi.acm.org/10.1145/1247238.1247241;;;;;;3;db/journals/crossroads/crossroads13.html#Solomon07a;;3;;;;;;;;;
361;2010-05-18;journals/crossroads/Sakkis04;George Sakkis;;Learning how to tell ham from spam.;ACM Crossroads;11;;2004;200619;;http://doi.acm.org/10.1145/1144403.1144405;;;;;;2;db/journals/crossroads/crossroads11.html#Sakkis04;;2;;;;;;;;;
362;2013-01-10;journals/crossroads/RichterM12;Wolfgang Richter;Dimitris Mitropoulos;Blogs.;ACM Crossroads;19;;2012;200619;;http://doi.acm.org/10.1145/2382856.2382864;;;;;;12-14;db/journals/crossroads/crossroads19.html#RichterM12;;2;;;;;;;;;
363;2010-05-18;journals/crossroads/McCoyDW05;Aaron McCoy;Declan Delaney;Game-state fidelity across distributed interactive games.;ACM Crossroads;12;;2005;200619;;http://doi.acm.org/10.1145/1144382.1144385;Tomás Ward;;;;;3;db/journals/crossroads/crossroads12.html#McCoyDW05;;1;;;;;;;;;
364;2006-02-09;journals/crossroads/Stevenson03;William Stevenson;;Introduction.;ACM Crossroads;10;;2003;200619;;http://doi.acm.org/10.1145/973381.973382;;;;;;1;db/journals/crossroads/crossroads10.html#Stevenson03;;1;;;;;;;;;
365;2012-06-04;journals/crossroads/Zitnik12;Marinka Zitnik;;Using sentiment analysis to improve business operations.;ACM Crossroads;18;;2012;200619;;http://doi.acm.org/10.1145/2173637.2173655;;;;;;42-43;db/journals/crossroads/crossroads18.html#Zitnik12;;4;;;;;;;;;
366;2011-04-18;journals/crossroads/Giannikas11;Vaggelis Giannikas;;Competitions for chapters: the ACM student chapter excellence award.;ACM Crossroads;17;;2011;200619;;http://doi.acm.org/10.1145/1925041.1925053;;;;;;7;db/journals/crossroads/crossroads17.html#Giannikas11;;3;;;;;;;;;
367;2012-09-24;journals/crossroads/Rubinfeld12;Ronitt Rubinfeld;;Taming big probability distributions.;ACM Crossroads;19;;2012;200619;;http://doi.acm.org/10.1145/2331042.2331052;;;;;;24-28;db/journals/crossroads/crossroads19.html#Rubinfeld12;;1;;;;;;;;;
368;2014-11-24;journals/crossroads/Ronaghi14;Farnaz Ronaghi;;Successfully transitioning from academia to entrepreneurship.;ACM Crossroads;21;;2014;200619;;http://doi.acm.org/10.1145/2675771;;;;;;12-13;db/journals/crossroads/crossroads21.html#Ronaghi14;;1;;;;;;;;;
369;2011-09-27;journals/crossroads/Batenkov11b;Dmitry Batenkov;;Analyzing EEG data.;ACM Crossroads;18;;2011;200619;;http://doi.acm.org/10.1145/2000775.2000788;;;;;;36-37;db/journals/crossroads/crossroads18.html#Batenkov11b;;1;;;;;;;;;
370;2014-07-06;journals/crossroads/Obrenovic14;Zeljko Obrenovic;;Doing research in practice: some lessons learned.;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2611810;;;;;;15-17;db/journals/crossroads/crossroads20.html#Obrenovic14;;4;;;;;;;;;
371;2014-05-06;journals/crossroads/Karakoidas14;Vassilios Karakoidas;;On domain-specific languages usage (why DLSs really matter).;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2565878;;;;;;16-17;db/journals/crossroads/crossroads20.html#Karakoidas14;;3;;;;;;;;;
372;2014-01-24;journals/crossroads/Richter13;Wolfgang Richter;;The scary reality of identity theft.;ACM Crossroads;20;;2013;200619;;http://doi.acm.org/10.1145/2542650;;;;;;16;db/journals/crossroads/crossroads20.html#Richter13;;2;;;;;;;;;
373;2011-06-20;journals/crossroads/Giannikas11a;Vaggelis Giannikas;;What a wonderful world: ACM student chapters around the globe.;ACM Crossroads;17;;2011;200619;;http://doi.acm.org/10.1145/1961678.1961698;;;;;;7;db/journals/crossroads/crossroads17.html#Giannikas11a;;4;;;;;;;;;
374;2012-09-24;journals/crossroads/X12b;;;Inbox.;ACM Crossroads;19;;2012;200619;;http://doi.acm.org/10.1145/2331042.2331044;;;;;;6;db/journals/crossroads/crossroads19.html#X12b;;1;;;;;;;;;
375;2010-05-18;journals/crossroads/Bach07;Paula Bach;;Superhuman speech by 2010: an interview with Jennifer Lai.;ACM Crossroads;13;;2007;200619;;http://doi.acm.org/10.1145/1315325.1315329;;;;;;4;db/journals/crossroads/crossroads13.html#Bach07;;4;;;;;;;;;
376;2011-09-27;journals/crossroads/Stanier11c;James Stanier;;MRI scanners.;ACM Crossroads;18;;2011;200619;;http://doi.acm.org/10.1145/2000775.2000790;;;;;;39;db/journals/crossroads/crossroads18.html#Stanier11c;;1;;;;;;;;;
377;2010-05-18;journals/crossroads/Hartley09;Tronster Hartley;;Getting from here to there: an interview with Tronster Hartley, senior programmer at Firaxis games.;ACM Crossroads;16;;2009;200619;;http://doi.acm.org/10.1145/1618588.1618593;;;;;;13-16;db/journals/crossroads/crossroads16.html#Hartley09;;1;;;;;;;;;
378;2010-05-18;journals/crossroads/TrevathanR06;Jarrod Trevathan;Wayne Read;RAS: a system for supporting research in online auctions.;ACM Crossroads;12;;2006;200619;;http://doi.acm.org/10.1145/1144359.1144362;;;;;;3;db/journals/crossroads/crossroads12.html#TrevathanR06;;4;;;;;;;;;
379;2013-11-08;journals/crossroads/Zuba13a;Michael Zuba;;Cynthia Dwork on Differential Privacy.;ACM Crossroads;20;;2013;200619;;http://doi.acm.org/10.1145/2510128;;;;;;58-59;db/journals/crossroads/crossroads20.html#Zuba13a;;1;;;;;;;;;
380;2014-01-24;journals/crossroads/Grande13;Virginia Grande;;Student chapters in Europe.;ACM Crossroads;20;;2013;200619;;http://doi.acm.org/10.1145/2538690;;;;;;10;db/journals/crossroads/crossroads20.html#Grande13;;2;;;;;;;;;
381;2006-02-09;journals/crossroads/Patel02;Parveen Patel;;An introduction to active network node operating systems.;ACM Crossroads;9;;2002;200619;;http://doi.acm.org/10.1145/904067.904072;;;;;;21-26;db/journals/crossroads/crossroads9.html#Patel02;;2;;;;;;;;;
382;2006-03-06;journals/crossroads/Hofstadter04;Douglas Hofstadter;;A day in the life of ... Douglas Hofstadter.;ACM Crossroads;10;;2004;200619;;http://doi.acm.org/10.1145/1027328.1027330;;;;;;2;db/journals/crossroads/crossroads10.html#Hofstadter04;;2;;;;;;;;;
