;inproceedings_dblp100;mdate;key;author;author.1;author2;title;pages;year;booktitle;__len;crossref;url;ee;author3;author4;author5;number;author6;author7;author8
86;88.0;2013-06-05;journals/procedia/BernsdorfWB11;Jörg Bernsdorf;Dinan Wang;Guntram Berti;Two Complementary Approaches for Integrating a Lattice Boltzmann Flow Solver into Simulation Frameworks.;1014-1020;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#BernsdorfWB11;http://dx.doi.org/10.1016/j.procs.2011.04.107;;;;;;;
87;89.0;2013-06-17;journals/procedia/ClarkJ12a;Jason B. Clark;David R. Jacques;;Flight test results for UAVs using boid guidance algorithms.;232-238;2012.0;CSER;1613.0;conf/cser/2012;db/journals/procedia/procedia8.html#ClarkJ12a;http://dx.doi.org/10.1016/j.procs.2012.01.048;;;;;;;
88;90.0;2013-06-17;journals/procedia/Frank12;Moti Frank;;;Engineering Systems Thinking: Cognitive Competencies of Successful Systems Engineers.;273-278;2012.0;CSER;1613.0;conf/cser/2012;db/journals/procedia/procedia8.html#Frank12;http://dx.doi.org/10.1016/j.procs.2012.01.057;;;;;;;
89;91.0;2013-07-10;journals/procedia/ValletKMSB12;Jose Vallet;Ossi Kaltiokallio;Matthieu Myrsky;Simultaneous RSS-based Localization and Model Calibration in Wireless Networks With a Mobile Robot.;1106-1113;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#ValletKMSB12;http://dx.doi.org/10.1016/j.procs.2012.06.157;Jari Saarinen;Maurizio Bocca;;;;;
90;92.0;2013-11-28;journals/procedia/LandQMG11;Walker H. Land Jr.;Xingye Qiao;Dan Margolis;A new tool for survival analysis: evolutionary programming/evolutionary strategies (EP/ES) support vector regression hybrid using both censored / non-censored (event) data.;267-272;2011.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2011;db/journals/procedia/procedia6.html#LandQMG11;http://dx.doi.org/10.1016/j.procs.2011.08.050;Ronald Gottlieb;;;;;;
91;93.0;2013-06-05;journals/procedia/KuchenE12;Herbert Kuchen;Steffen Ernsting;;Data Parallel Skeletons in Java.;1817-1826;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#KuchenE12;http://dx.doi.org/10.1016/j.procs.2012.04.200;;;;;;;
92;94.0;2013-06-05;journals/procedia/DethierMM11;Gérard Dethier;Pierre-Arnoul de Marneffe;Pierre Marchot;Lattice Boltzmann Simulation Code Optimization Based on Constant-time Circular Array Shifting.;1004-1013;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#DethierMM11;http://dx.doi.org/10.1016/j.procs.2011.04.106;;;;;;;
93;96.0;2013-06-05;journals/procedia/WangA12;Jianwu Wang;Ilkay Altintas;;Early Cloud Experiences with the Kepler Scientific Workflow System.;1630-1634;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#WangA12;http://dx.doi.org/10.1016/j.procs.2012.04.179;;;;;;;
94;98.0;2013-11-28;journals/procedia/AkundiZS12;Aditya Akundi;Francisco Zapata;Eric Smith;UML Profile and Extensions for Complex Approval Systems with Complementary Levels of Abstraction.;75-80;2012.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2012;db/journals/procedia/procedia12.html#AkundiZS12;http://dx.doi.org/10.1016/j.procs.2012.09.032;;;;;;;
95;100.0;2013-06-05;journals/procedia/Wei11;Feng Wei;;;Algorithm for waiting time distribution of a discrete-time multiserver queue with deterministic service times and multi-threshold service policy.;1383-1392;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#Wei11;http://dx.doi.org/10.1016/j.procs.2011.04.149;;;;;;;
96;101.0;2013-06-20;journals/procedia/AnacletoFS12;Júnia Coutinho Anacleto;Sidney Fels;Rodrigo Silvestre;Transforming a Paper based Process to a Natural user Interfaces Process in a Chronic Care Hospital.;173-180;2012.0;DSAI;1613.0;conf/dsai/2012;db/journals/procedia/procedia14.html#AnacletoFS12;http://dx.doi.org/10.1016/j.procs.2012.10.020;;;;;;;
97;102.0;2013-11-28;journals/procedia/MoriK11;Hiroyuki Mori;Hiroki Kakuta;;Modified SPEA2 for Probabilistic Reliability Assessment in Smart Grids.;435-440;2011.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2011;db/journals/procedia/procedia6.html#MoriK11;http://dx.doi.org/10.1016/j.procs.2011.08.082;;;;;;;
98;103.0;2013-06-05;journals/procedia/ShetEFPBB11;Aniruddha G. Shet;Wael R. Elwasif;Samantha S. Foley;Strategies for Fault Tolerance in Multicomponent Applications.;2287-2296;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#ShetEFPBB11;http://dx.doi.org/10.1016/j.procs.2011.04.249;Byung H. Park;David E. Bernholdt;Randall Bramley;;;;
99;104.0;2013-06-05;journals/procedia/SchmidtM12;Bertil Schmidt;Douglas L. Maskell;;Fourth Workshop on using Emerging Parallel Architectures.;1867-1869;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#SchmidtM12;http://dx.doi.org/10.1016/j.procs.2012.05.001;;;;;;;
100;105.0;2013-11-28;journals/procedia/HaghnevisSA11;Moeed Haghnevis;Amit Shinde;Ronald G. Askin;An Integrated Optimization and Agent-Based Framework for the U.S. Power System.;451-456;2011.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2011;db/journals/procedia/procedia6.html#HaghnevisSA11;http://dx.doi.org/10.1016/j.procs.2011.08.084;;;;;;;
101;106.0;2013-11-28;journals/procedia/GeorgievVG11;George Georgiev;Iren Valova;Natacha Gueorguieva;Feature Selection for Multiclass Problems Based on Information Weights.;189-194;2011.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2011;db/journals/procedia/procedia6.html#GeorgievVG11;http://dx.doi.org/10.1016/j.procs.2011.08.036;;;;;;;
102;108.0;2013-06-05;journals/procedia/DangS12;Hoang-Vu Dang;Bertil Schmidt;;The Sliced COO Format for Sparse Matrix-Vector Multiplication on CUDA-enabled GPUs.;57-66;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#DangS12;http://dx.doi.org/10.1016/j.procs.2012.04.007;;;;;;;
103;110.0;2013-06-17;journals/procedia/HossainSM12;Nargis Hossain;Shahram Sarkani;Thomas A. Mazzuchi;The Integration and Impact of Effective Knowledge Management Systems in the Advancement of the Decision Making Process in Complex Organizations to Realize Economic Growth.;100-105;2012.0;CSER;1613.0;conf/cser/2012;db/journals/procedia/procedia8.html#HossainSM12;http://dx.doi.org/10.1016/j.procs.2012.01.020;;;;;;;
104;111.0;2013-06-05;journals/procedia/GajurelB12;Sanjaya Gajurel;Roger Bielefeld;;A Simple NOVCA: Near Optimal Vertex Cover Algorithm.;747-753;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#GajurelB12;http://dx.doi.org/10.1016/j.procs.2012.04.080;;;;;;;
105;113.0;2013-06-17;journals/procedia/MasinLSBGMR13;Michael Masin;Lior Limonad;Aviad Sela;Pluggable Analysis Viewpoints for Design Space Exploration.;226-235;2013.0;CSER;1613.0;conf/cser/2013;db/journals/procedia/procedia16.html#MasinLSBGMR13;http://dx.doi.org/10.1016/j.procs.2013.01.024;David Boaz;Lev Greenberg;Nir Mashkif;;Ran Rinat;;
106;114.0;2013-07-10;journals/procedia/CorrieroCM11;Nicola Corriero;Emanuele Covino;Angelo Mottola;An approach to use FB-AODV with Android.;336-343;2011.0;ANT/MobiWIS;1613.0;conf/ant/2011;db/journals/procedia/procedia5.html#CorrieroCM11;http://dx.doi.org/10.1016/j.procs.2011.07.044;;;;;;;
107;115.0;2013-06-17;journals/procedia/Sedano12;Carolina Islas Sedano;;;Workshop: Designing games for Specific Contexts.;328-339;2012.0;VS-GAMES;1613.0;conf/vsgames/2012;db/journals/procedia/procedia15.html#Sedano12;http://dx.doi.org/10.1016/j.procs.2012.10.097;;;;;;;
108;116.0;2013-07-10;journals/procedia/HedrickP12;Adele Hedrick;Ken Q. Pu;;Authoring Relational Queries on the Mobile Devices.;752-757;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#HedrickP12;http://dx.doi.org/10.1016/j.procs.2012.06.096;;;;;;;
109;117.0;2013-06-05;journals/procedia/KolarzMKZ12;Pawel Kolarz;Jan Marszalek;Jaroslaw Kozlak;Multi-agent Environment for Modelling and Analysing Market Strategies.;1533-1542;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#KolarzMKZ12;http://dx.doi.org/10.1016/j.procs.2012.04.168;Malgorzata Zabinska;;;;;;
110;119.0;2013-11-28;journals/procedia/EdwardsRZM12;Matthew Edwards;Aseem Rambani;Yifeng Zhu;Design of Hadoop-based Framework for Analytics of Large Synchrophasor Datasets.;254-258;2012.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2012;db/journals/procedia/procedia12.html#EdwardsRZM12;http://dx.doi.org/10.1016/j.procs.2012.09.065;Mohamad T. Musavi;;;;;;
111;120.0;2013-06-05;journals/procedia/YiG11;Qing Yi;Jichi Guo;;Extensive Parameterization And Tuning of Architecture-Sensitive Optimizations.;2156-2165;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#YiG11;http://dx.doi.org/10.1016/j.procs.2011.04.236;;;;;;;
112;121.0;2013-07-10;journals/procedia/JeddaKM12;Ahmed Jedda;Mazen G. Khair;Hussein T. Mouftah;Connected Coverage for RFID and Wireless Sensor Networks.;1046-1051;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#JeddaKM12;http://dx.doi.org/10.1016/j.procs.2012.06.146;;;;;;;
113;122.0;2013-06-05;journals/procedia/DuLD12;Peng Du;Piotr Luszczek;Jack Dongarra;High Performance Dense Linear System Solver with Resilience to Multiple Soft Errors.;216-225;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#DuLD12;http://dx.doi.org/10.1016/j.procs.2012.04.023;;;;;;;
114;123.0;2013-06-05;journals/procedia/KarampiperisMK12;Pythagoras Karampiperis;Nikos Manouselis;Stasinos Konstantopoulos;Using a POWDER Triple Store for Boosting the Real-time Performance of Global Agricultural Data Infrastructures.;1578-1587;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#KarampiperisMK12;http://dx.doi.org/10.1016/j.procs.2012.04.173;;;;;;;
115;124.0;2013-07-10;journals/procedia/DersinghISR11;Anand Dersingh;Z. M. Faizul Islam;Shahram Shah-Heydari;OLSR-based Topology Discovery for Mobile Situational Awareness Systems.;418-425;2011.0;ANT/MobiWIS;1613.0;conf/ant/2011;db/journals/procedia/procedia5.html#DersinghISR11;http://dx.doi.org/10.1016/j.procs.2011.07.054;Md. Mustafizur Rahman;;;;;;
116;125.0;2013-06-17;journals/procedia/PondWMCMG12;Travis Pond;Brandon Webster;John Machuca;Allocation of Communications to Reduce Mental Workload.;242-248;2012.0;CSER;1613.0;conf/cser/2012;db/journals/procedia/procedia8.html#PondWMCMG12;http://dx.doi.org/10.1016/j.procs.2012.01.052;John Colombi;Michael Miller;Randall Gibb;;;;
117;126.0;2014-10-04;journals/procedia/JacobSCR12;João Tiago Pinheiro Neto Jacob;Hugo da Silva;António Coelho;Towards Location-based Augmented Reality games.;318-319;2012.0;VS-GAMES;1613.0;conf/vsgames/2012;db/journals/procedia/procedia15.html#JacobSCR12;http://dx.doi.org/10.1016/j.procs.2012.10.093;Rui Amaral Rodrigues;;;;;;
118;129.0;2013-06-05;journals/procedia/LyubimovaLGKK11;O. Lyubimova;X. Liu;Sergey Gusarov;Solvation structure and gelation ability of polyelectrolytes: predictions by quantum chemistry methods and integral equation theory of molecular liquids.;1186-1192;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#LyubimovaLGKK11;http://dx.doi.org/10.1016/j.procs.2011.04.127;A. E. Kobryn;Andriy Kovalenko;;;;;
119;130.0;2013-06-05;journals/procedia/AtanasovW11;Atanas Atanasov;Tobias Weinzierl;;Query-driven Multiscale Data Postprocessing in Computational Fluid Dynamics.;332-341;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#AtanasovW11;http://dx.doi.org/10.1016/j.procs.2011.04.035;;;;;;;
120;131.0;2013-11-28;journals/procedia/Sato-Ilic12a;Mika Sato-Ilic;;;On Fuzzy Clustering based Correlation.;230-235;2012.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2012;db/journals/procedia/procedia12.html#Sato-Ilic12a;http://dx.doi.org/10.1016/j.procs.2012.09.061;;;;;;;
121;132.0;2013-06-05;journals/procedia/LiXZY12;Jianyu Li;Feng Xiao;Jie Zhou;Motifs and Motif Generalization in Chinese Word Networks.;550-556;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#LiXZY12;http://dx.doi.org/10.1016/j.procs.2012.04.059;Zhanxin Yang;;;;;;
122;133.0;2013-06-05;journals/procedia/MohamadMC11;F. S. Mohamad;A. A. Manaf;S. Chuprat;Nearest Neighbor For Histogram-based Feature Extraction.;1296-1305;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#MohamadMC11;http://dx.doi.org/10.1016/j.procs.2011.04.140;;;;;;;
123;134.0;2013-06-05;journals/procedia/FucikM11;Radek Fucík;Jirí Mikyska;;Discontinous Galerkin and Mixed-Hybrid Finite Element Approach to Two-Phase Flow in Heterogeneous Porous Media with Different Capillary Pressures.;908-917;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#FucikM11;http://dx.doi.org/10.1016/j.procs.2011.04.096;;;;;;;
124;135.0;2013-06-05;journals/procedia/MikyskaF11;Jirí Mikyska;Abbas Firoozabadi;;Application of high-resolution methods in compositional simulation.;928-937;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#MikyskaF11;http://dx.doi.org/10.1016/j.procs.2011.04.098;;;;;;;
125;136.0;2013-06-20;journals/procedia/FerreiraSCF12;Simone Bacellar Leal Ferreira;Denis Silva da Silveira;Eliane Pinheiro Capra;Protocols for Evaluation of Site Accessibility with the Participation of Blind Users.;47-55;2012.0;DSAI;1613.0;conf/dsai/2012;db/journals/procedia/procedia14.html#FerreiraSCF12;http://dx.doi.org/10.1016/j.procs.2012.10.006;Ariane Oliveira Ferreira;;;;;;
126;137.0;2013-07-10;journals/procedia/ZhouSL11;Hong Zhou;Gang Su;Guofang Li;Forecasting Daily Gas Load with OIHF-Elman Neural Network.;754-758;2011.0;ANT/MobiWIS;1613.0;conf/ant/2011;db/journals/procedia/procedia5.html#ZhouSL11;http://dx.doi.org/10.1016/j.procs.2011.07.100;;;;;;;
127;139.0;2013-11-28;journals/procedia/BeckaG11;Andreas Becka;Peter Göhneraa;;Models for Model-Based User-Centric Energy Analysis of Industrial Automation Systems.;423-428;2011.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2011;db/journals/procedia/procedia6.html#BeckaG11;http://dx.doi.org/10.1016/j.procs.2011.08.080;;;;;;;
128;140.0;2013-06-17;journals/procedia/MeyersH13;Thomas J. Meyers;Patrick T. Hester;;The Enterprise AID methodology: Concepts.;562-570;2013.0;CSER;1613.0;conf/cser/2013;db/journals/procedia/procedia16.html#MeyersH13;http://dx.doi.org/10.1016/j.procs.2013.01.059;;;;;;;
129;141.0;2013-09-01;journals/procedia/GormanSFPRK12;Gerard J. Gorman;James Southern;Patrick E. Farrell;Hybrid OpenMP/MPI Anisotropic Mesh Smoothing.;1513-1522;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#GormanSFPRK12;http://dx.doi.org/10.1016/j.procs.2012.04.166;M. D. Piggott;Georgios Rokos;Paul H. J. Kelly;;;;
130;143.0;2013-07-10;journals/procedia/KerenYKCBJWSS12;Daniel Keren;Ansar-Ul-Haque Yasar;Luk Knapen;Exploiting Graph-theoretic Tools for Matching and Partitioning of Agent Population in an Agent-based Model for Traffic and Transportation Applications.;833-839;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#KerenYKCBJWSS12;http://dx.doi.org/10.1016/j.procs.2012.06.108;Sungjin Cho;Tom Bellemans;Davy Janssens;;Geert Wets;Assaf Schuster;Izchak Sharfman
131;144.0;2013-06-17;journals/procedia/KoolmanojwongL13;Supannika Koolmanojwong;Jo Ann Lane;;Enablers and Inhibitors of Expediting Systems Engineering.;483-491;2013.0;CSER;1613.0;conf/cser/2013;db/journals/procedia/procedia16.html#KoolmanojwongL13;http://dx.doi.org/10.1016/j.procs.2013.01.051;;;;;;;
132;146.0;2013-11-28;journals/procedia/DaubyU11;Jason P. Dauby;Steven Upholzer;;Exploring Behavioral Dynamics in Systems of Systems.;34-39;2011.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2011;db/journals/procedia/procedia6.html#DaubyU11;http://dx.doi.org/10.1016/j.procs.2011.08.009;;;;;;;
133;147.0;2013-06-17;journals/procedia/FlaniganB13;David Flanigan;Peggy Brouse;;Evaluating the Allocation of Border Security System of Systems Requirements.;631-638;2013.0;CSER;1613.0;conf/cser/2013;db/journals/procedia/procedia16.html#FlaniganB13;http://dx.doi.org/10.1016/j.procs.2013.01.066;;;;;;;
134;148.0;2013-06-17;journals/procedia/RugaberGM13;Spencer Rugaber;Ashok K. Goel;Lee Martie;GAIA: A CAD Environment for Model-Based Adaptation of Game-Playing Software Agents.;29-38;2013.0;CSER;1613.0;conf/cser/2013;db/journals/procedia/procedia16.html#RugaberGM13;http://dx.doi.org/10.1016/j.procs.2013.01.004;;;;;;;
135;149.0;2013-06-05;journals/procedia/ZarzaLFL12;Gonzalo Zarza;Diego Lugones;Daniel Franco 0002;An Innovative Teaching Strategy to Understand High-Performance Systems through Performance Evaluation.;1733-1742;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#ZarzaLFL12;http://dx.doi.org/10.1016/j.procs.2012.04.191;Emilio Luque;;;;;;
136;150.0;2013-06-20;journals/procedia/DiasD12;Sofia B. Dias;José A. Diniz;;Blended Learning in Higher Education: Different Needs, Different Profiles.;438-446;2012.0;DSAI;1613.0;conf/dsai/2012;db/journals/procedia/procedia14.html#DiasD12;http://dx.doi.org/10.1016/j.procs.2012.10.050;;;;;;;
138;152.0;2013-06-05;journals/procedia/Larson11;J. Walter Larson;;;Visualizing Process Composition and Load Balance in Parallel Coupled Models.;831-840;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#Larson11;http://dx.doi.org/10.1016/j.procs.2011.04.088;;;;;;;3624
139;153.0;2013-07-10;journals/procedia/VasicR12;Jelena Vasic;Heather J. Ruskin;;Agent-based Space-time Discrete Simulation of Urban Traffic Including Bicycles.;860-865;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#VasicR12;http://dx.doi.org/10.1016/j.procs.2012.06.112;;;;;;;3625
140;154.0;2013-06-05;journals/procedia/KuznikPC12;Krzysztof Kuznik;Maciej Paszynski;Victor M. Calo;Graph Grammar-Based Multi-Frontal Parallel Direct Solver for Two-Dimensional Isogeometric Analysis.;1454-1463;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#KuznikPC12;http://dx.doi.org/10.1016/j.procs.2012.04.160;;;;;;;3625
141;155.0;2013-07-10;journals/procedia/ElrashidiEB12;Ali Elrashidi;Khaled M. Elleithy;Hassan Bajwa;Performance Analysis of a Microstrip Printed Antenna Conformed on Cylindrical Body at Resonance Frequency 4.6 GHz for TM01 Mode.;775-784;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#ElrashidiEB12;http://dx.doi.org/10.1016/j.procs.2012.06.099;;;;;;;3625
142;156.0;2013-06-20;journals/procedia/SarraipaBFJ12;João Sarraipa;Silvia Baldiris;Ramón Fabregat;Knowledge Representation in Support of Adaptable eLearning Services for All.;391-402;2012.0;DSAI;1613.0;conf/dsai/2012;db/journals/procedia/procedia14.html#SarraipaBFJ12;http://dx.doi.org/10.1016/j.procs.2012.10.045;Ricardo Jardim-Gonçalves;;;;;;3625
143;157.0;2013-06-05;journals/procedia/Jaekel11;Uwe Jaekel;;;A Monte Carlo Method for High-Dimensional Volume Estimation and Application to Polytopes.;1403-1411;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#Jaekel11;http://dx.doi.org/10.1016/j.procs.2011.04.151;;;;;;;3624
144;158.0;2013-07-10;journals/procedia/KoukiCG12;Jaber Kouki;Walid Chainbi;Khaled Ghédira;An Agent-Based Approach for Binding Synchronization of Web Services.;921-926;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#KoukiCG12;http://dx.doi.org/10.1016/j.procs.2012.06.123;;;;;;;3625
145;159.0;2013-07-10;journals/procedia/DugundjiG12;Elenna R. Dugundji;László Gulyás;;Sociodynamic Discrete Choice on Networks in Space: Role of Utility Parameters and Connectivity in Emergent Outcomes.;827-832;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#DugundjiG12;http://dx.doi.org/10.1016/j.procs.2012.06.107;;;;;;;3625
146;160.0;2013-06-05;journals/procedia/WangaWY11;Gong Wang;T. N. Wong;Chunxia Yu;Computational method for agent-based E-commerce negotiations with adaptive negotiation behaviors.;1834-1843;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#WangaWY11;http://dx.doi.org/10.1016/j.procs.2011.04.199;;;;;;;3624
147;161.0;2013-07-10;journals/procedia/FiorentinoRSD11;Anta Fiorentino;Paquale Rovito;Sauro Straccali;Innovative technologies to estimate public transport load in-real time by video content scene analysis.;926-931;2011.0;ANT/MobiWIS;1613.0;conf/ant/2011;db/journals/procedia/procedia5.html#FiorentinoRSD11;http://dx.doi.org/10.1016/j.procs.2011.07.129;Dario Donnari;;;;;;3624
